z 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113
1.050000000000000000e+01 1.454166666666666675e-27 7.929602791666665672e-06 2.081332916666666971e-04 1.696250000000000151e-22 3.408364583333333098e-06 4.968360000000000658e-03 1.103897541666666593e-02 8.500810416666665370e-02 5.479166666666666673e-24 0.000000000000000000e+00 1.872920541666666779e-05 8.727942083333333108e-04 1.822471249999999809e-07 3.348219083333333573e-06 8.683216666666668078e-09 1.425934499999999797e-08 1.296365333333333551e-05 1.670623875000000041e-05 3.051896666666666357e-05 4.605871125000000417e-06 7.370380417556667751e-13 0.000000000000000000e+00 1.322323291666666517e-05 2.947459583333333061e-06 2.485854041666666423e-06 2.290519416666666279e-07 2.141171833333333439e-06 3.562562958333332964e-07 3.670668833333333387e-07 8.776338333333333907e-07 8.506904583333332694e-07 6.920466250000000455e-07 5.981754625000000311e-07 7.344132112499999589e-09 1.404860083333333584e-05 3.098560458333333082e-06 1.366912166666666437e-03 1.203958291666666794e-07 5.160314166666666884e-08 1.197035249999999952e-07 7.653548749999999833e-08 3.281310416666666935e-06 2.924490000000000269e-06 5.033679166666667233e-06 4.147137916666666990e-06 4.995987041666667662e-07 3.497265666666666311e-07 1.064852158333333169e-07 3.695281166666666262e-06 4.356768333333333461e-07 4.356768333333333461e-07 4.137074583333333783e-05 8.777559166666666529e-06 1.593682250000000118e-05 8.783953750000000416e-05 1.557369583333333043e-04 0.000000000000000000e+00 3.802225875000000152e-07 2.153141249999999940e-04 1.387755333333333223e-03 2.667083333333333450e-24 1.324070958333333154e-03 2.848333333333333167e-24 1.274720170833333156e-05 0.000000000000000000e+00 4.665296666666666342e-02 9.338920416666666134e-04 4.758333333333334003e-24 1.526479208333333352e-04 1.748264583333333051e-03 2.651646666666666657e-04 2.315462916666666954e-03 1.753486000000000104e-05 2.996988958333333117e-06 1.253750000000000122e-22 5.009257083333332780e-05 5.983333333333333510e-23 3.335416666666666912e-24 1.484166666666666560e-22 5.383333333333333152e-23 2.388749999999999840e-23 1.036666666666666567e-22 1.512083333333333524e-23 2.025000000000000034e-23 1.147083333333333346e-24 7.795833333333333071e-26 4.608333333333333487e-26 1.647083333333333252e-23 1.531666666666666692e-25 3.065416666666666721e-23 1.663333333333333216e-25 3.147499999999999960e-23 1.270416666666666697e-24 1.722590000000000579e-02 2.123143333333333063e-02 1.235641416666666877e-03 1.241998124999999821e-02 6.450423749999999873e-03 6.450423749999999873e-03 2.629362499999999842e-03 1.158492583333333169e-04 6.565027499999999275e-04 5.907812083333332555e-03 1.520416666666666739e-22 2.193315333333333736e-07 3.006060253958333065e-10 2.173333333333333116e-22 2.230833333333333464e-23 2.403750000000000260e-22 5.888036666666667668e-02 1.051961041666666513e-01 4.808464583333333167e-03 4.572653541666667313e-05
1.100000000000000000e+01 1.861695002885833473e-18 7.994579999999999951e-06 2.090635708333333208e-04 2.767747503392083279e-13 3.429307916666665597e-06 4.997120416666667175e-03 1.109511041666666649e-02 8.512652499999999456e-02 4.125802927295833305e-15 0.000000000000000000e+00 1.892962166666666620e-05 8.810130416666666882e-04 1.811855166666666612e-07 3.387260791666666515e-06 7.465389166666667095e-09 1.442857750000000068e-08 1.311635000000000021e-05 1.690021333333333327e-05 3.104799999999999818e-05 4.841712208333333701e-06 7.797571667588332688e-13 0.000000000000000000e+00 1.367735874999999935e-05 2.979996250000000005e-06 2.513950708333333626e-06 2.263859833333333696e-07 2.167503666666666556e-06 3.511943999999999833e-07 3.619178458333333727e-07 8.883815833333333421e-07 8.610530833333332572e-07 7.010476291666667781e-07 5.887418041666667513e-07 7.490733404166667657e-09 1.421604625000000062e-05 3.136071291666665826e-06 1.378515416666666743e-03 1.179105625000000040e-07 5.053932916666667190e-08 1.152500916666666801e-07 7.368537083333333403e-08 3.454763333333333532e-06 2.954655416666666079e-06 5.273174166666666877e-06 4.198580583333332343e-06 5.058234875000001165e-07 3.540643833333333518e-07 1.098156083333333551e-07 3.820816708333333676e-06 4.410138458333332758e-07 4.410138458333332758e-07 4.174394583333332945e-05 8.878146250000002140e-06 1.611373541666666419e-05 9.027159166666667324e-05 1.568134166666666416e-04 0.000000000000000000e+00 3.847027291666667523e-07 2.174516249999999850e-04 1.400321708333333555e-03 2.275017088574999855e-15 1.337220958333333555e-03 7.295357505816668191e-15 1.280324441666666560e-05 0.000000000000000000e+00 4.707004583333333075e-02 9.434347083333333335e-04 3.310365009320833261e-15 1.542110791666666757e-04 1.762517916666666738e-03 2.679800416666666641e-04 2.340239999999999942e-03 1.756041249999999626e-05 3.004591333333333516e-06 1.474635835813333126e-13 5.061502500000000419e-05 4.882898761625000247e-14 2.092373756525000098e-15 1.306449586250833497e-13 5.130317093941665945e-14 2.954922921400000055e-14 8.731120853612499780e-14 9.055916696083333651e-15 1.261513337264583290e-14 6.789076272083332297e-16 3.815687931883333292e-17 1.931767925470833305e-17 1.120285003194166771e-14 9.984970863033332697e-17 2.104181256004166741e-14 9.660125032158333008e-17 2.359101256175000376e-14 1.059916669162916503e-15 1.733087499999999906e-02 2.145695833333333483e-02 1.246238958333333252e-03 1.249397625000000199e-02 6.519908750000000947e-03 6.519908750000000947e-03 2.650729583333333566e-03 1.168722999999999957e-04 6.622878750000000918e-04 5.951947083333333256e-03 1.974422503017916525e-13 2.132740416666667021e-07 3.103542713624999706e-10 3.026072920987499543e-13 3.066025837766666271e-14 3.034217088099999582e-13 5.917463749999998801e-02 1.059478166666666804e-01 4.848337916666666490e-03 4.628746375000000957e-05
1.150000000000000000e+01 5.654465422125001249e-18 8.117101916666666950e-06 2.100225041666666426e-04 9.017683339770832632e-13 3.465016250000000996e-06 5.037550416666666461e-03 1.113416708333333366e-02 8.548997916666666030e-02 1.129986668664999976e-14 0.000000000000000000e+00 1.911941083333333041e-05 8.886921250000002137e-04 1.833564041666666767e-07 3.425811083333333253e-06 7.525164166666666715e-09 1.459008083333333512e-08 1.326323000000000074e-05 1.708666291666666826e-05 3.170315416666666738e-05 5.130220999999998700e-06 8.324543334293750705e-13 0.000000000000000000e+00 1.420173083333333483e-05 3.010719999999999950e-06 2.540522166666666820e-06 2.290648041666666997e-07 2.193165083333333400e-06 3.552915874999999887e-07 3.661881166666666187e-07 8.986767916666664435e-07 8.711335833333332660e-07 7.098778874999999614e-07 5.955239250000000252e-07 7.652110533333334010e-09 1.437608749999999689e-05 3.172475791666665826e-06 1.389347499999999931e-03 1.191801666666666969e-07 5.108198750000000801e-08 1.164696041666666789e-07 7.446372083333335502e-08 3.677746250000000228e-06 2.982982916666666106e-06 5.562611666666667102e-06 4.248649916666667112e-06 5.119110208333333311e-07 3.583977000000000012e-07 1.186156412499999905e-07 3.964670958333333113e-06 4.462092624999999948e-07 4.462092624999999948e-07 4.209455416666667093e-05 8.972557916666667116e-06 1.628057583333333407e-05 9.321514583333333226e-05 1.578357500000000075e-04 2.839147916691513001e-15 3.890045416666666093e-07 2.194552916666666677e-04 1.412058750000000145e-03 6.369715843200000509e-15 1.349403375000000340e-03 2.777444167780833283e-14 1.299184612500000020e-05 0.000000000000000000e+00 4.745599166666666230e-02 9.526047500000000548e-04 9.049820850841667888e-15 1.556850916666666594e-04 1.775900833333333290e-03 2.706191249999999804e-04 2.363496249999999955e-03 1.771686666666666632e-05 3.037066666666666704e-06 4.361850838016666196e-13 5.110772083333333450e-05 1.350426252186250111e-13 5.686711678904165862e-15 3.660290005491666270e-13 1.510450835330833267e-13 8.891266675612499160e-14 2.430666253815833176e-13 2.455141255516666328e-14 3.441625424041666284e-14 1.844196670806250238e-15 9.941695861879168847e-17 5.046612099812499515e-17 3.073739172662500494e-14 2.724736672241666477e-16 5.755663344608333873e-14 2.623773339362500326e-16 6.530707511604167058e-14 2.992777088029166930e-15 1.743222083333333464e-02 2.166852083333333304e-02 1.256177958333333294e-03 1.256326833333333386e-02 6.585155833333332549e-03 6.585155833333332549e-03 2.670904583333333013e-03 1.178453249999999964e-04 6.678454583333333361e-04 5.994122916666667217e-03 5.974636672374999048e-13 2.157312375000000025e-07 3.218796423499999867e-10 9.326879174849998657e-13 9.470795841724999880e-14 9.214991675679164815e-13 5.943765833333333748e-02 1.066570124999999952e-01 4.885177083333333385e-03 4.681509874999999660e-05
1.200000000000000000e+01 1.320343750996666702e-17 8.246118791666665540e-06 2.109588333333333506e-04 2.071736667844583481e-12 3.498715833333333091e-06 5.075204583333333720e-03 1.117522083333333249e-02 8.583860416666666548e-02 2.770736253634166799e-14 0.000000000000000000e+00 1.929782249999999831e-05 8.958151666666667968e-04 1.854991249999999892e-07 3.462790375000000037e-06 7.579738749999999320e-09 1.474455833333333439e-08 1.340462999999999909e-05 1.726380333333333702e-05 3.233739166666666810e-05 5.428495000000000276e-06 8.981190001008749810e-13 0.000000000000000000e+00 1.472359999999999740e-05 3.039851666666666712e-06 2.565647499999999562e-06 2.317255375000000626e-07 2.218406458333333444e-06 3.594748541666666572e-07 3.703323791666667113e-07 9.087274166666667129e-07 8.808448749999999408e-07 7.187207708333335197e-07 6.022442458333333720e-07 7.831368083333333704e-09 1.453044041666666735e-05 3.207966041666666583e-06 1.399454583333333522e-03 1.204130125000000000e-07 5.160680833333333084e-08 1.176572750000000241e-07 7.522015000000000933e-08 3.917363749999999971e-06 3.009363749999999517e-06 5.854537916666668634e-06 4.298262958333333391e-06 5.178946291666665939e-07 3.624720958333334255e-07 1.281122066666666866e-07 4.107571083333333397e-06 4.511805000000000609e-07 4.511805000000000609e-07 4.242157083333332620e-05 9.064385416666667042e-06 1.643841083333333016e-05 9.627957500000002423e-05 1.588129999999999989e-04 6.447095000054667561e-15 3.930908750000000851e-07 2.213260416666667141e-04 1.423137083333333172e-03 1.539627918462082881e-14 1.360951416666666665e-03 6.290987918715833206e-14 1.318853325000000184e-05 0.000000000000000000e+00 4.782401249999999188e-02 9.611892500000000740e-04 2.249040419847917124e-14 1.570707499999999970e-04 1.788579166666666789e-03 2.730998333333333372e-04 2.385452083333333868e-03 1.786469166666666689e-05 3.068095958333333570e-06 1.021831667521250315e-12 5.155965833333334207e-05 3.277904170644582958e-13 1.432424585554999930e-14 8.819908343337498580e-13 3.603889170303749355e-13 2.075786251633333338e-13 5.880035006945832369e-13 6.222809593341668667e-14 8.669083346716667429e-14 4.674066257508333649e-15 2.594860421850000256e-16 1.360673752985416629e-16 7.637472094225000103e-14 6.815620010120833078e-16 1.431034168714999865e-13 6.682144177604166506e-16 1.606169168776249743e-13 7.262979175208333124e-15 1.753002916666666910e-02 2.186532916666666590e-02 1.265516833333333278e-03 1.263100791666666584e-02 6.646301666666666608e-03 6.646301666666666608e-03 2.689949583333333533e-03 1.187533291666666678e-04 6.729495833333332946e-04 6.032164166666666161e-03 1.390127084375833328e-12 2.181693833333333912e-07 3.358495133708334492e-10 2.159420834828750045e-12 2.196024168200416738e-13 2.148262501645416735e-12 5.971698333333333442e-02 1.073295291666666595e-01 4.920177916666666589e-03 4.732990000000000911e-05
1.250000000000000000e+01 3.086577501767500111e-17 8.384543958333332393e-06 2.118811666666666870e-04 5.042218752093332387e-12 3.530544166666666419e-06 5.111603333333333311e-03 1.121380583333333320e-02 8.618677083333335653e-02 6.183078756420834287e-14 0.000000000000000000e+00 1.946827291666666324e-05 9.025922083333331363e-04 1.877146749999999960e-07 3.497990208333332304e-06 7.656644583333334250e-09 1.489407291666666460e-08 1.354030875000000038e-05 1.743280958333333363e-05 3.295537916666666368e-05 5.737287583333333364e-06 9.778933334397497274e-13 0.000000000000000000e+00 1.524289125000000213e-05 3.067437499999999293e-06 2.589501666666666865e-06 2.344854833333333291e-07 2.243048666666666694e-06 3.636424583333333672e-07 3.747022750000000339e-07 9.185187916666667611e-07 8.905003333333332234e-07 7.277512833333334420e-07 6.091987416666666130e-07 8.030498141666665450e-09 1.467915958333332994e-05 3.242002083333332960e-06 1.409140416666666796e-03 1.216747749999999871e-07 5.214817083333333358e-08 1.189132458333333568e-07 7.602262083333334392e-08 4.177667083333332836e-06 3.034060833333333725e-06 6.152020000000000265e-06 4.347920916666666995e-06 5.237619750000000964e-07 3.667075291666667184e-07 1.385378399999999948e-07 4.249186625000000834e-06 4.561233833333332732e-07 4.561233833333332732e-07 4.273304166666667758e-05 9.149812083333333661e-06 1.658877749999999789e-05 9.950393333333332104e-05 1.597485833333333271e-04 4.493138333345753891e-14 3.970572083333334249e-07 2.230617499999999959e-04 1.433402500000000024e-03 3.463414169839999016e-14 1.371661666666666680e-03 1.706035417032666318e-13 1.339830758333333307e-05 0.000000000000000000e+00 4.816014999999998492e-02 9.692619166666666336e-04 5.023737922279168172e-14 1.583647124999999756e-04 1.800554166666666796e-03 2.754401250000000482e-04 2.406028333333333318e-03 1.800643333333333096e-05 3.098479208333333327e-06 2.349810001514166694e-12 5.198854583333332958e-05 7.333330840362500812e-13 3.193090837250416155e-14 1.983631251768333238e-12 8.333697089762498169e-13 4.827894586228333161e-13 1.319478751227499914e-12 1.385890835097083127e-13 1.936625002359583275e-13 1.042834167990000543e-14 5.770161675804167335e-16 3.031959588587500119e-16 1.709052501921667035e-13 1.522782918452083260e-15 3.198073753614166128e-13 1.493852918594166715e-15 3.603682087057917847e-13 1.582256251508750284e-14 1.762283749999999857e-02 2.204959166666667358e-02 1.274372041666666606e-03 1.269660625000000424e-02 6.703784166666666537e-03 6.703784166666666537e-03 2.707944583333333783e-03 1.196167291666666772e-04 6.778885416666668952e-04 6.068912916666668010e-03 3.238771668515416643e-12 2.207863583333333563e-07 3.533818552499999501e-10 5.085858752653332050e-12 5.172100002720833258e-13 5.025175836250416276e-12 5.998517499999998087e-02 1.079724291666666613e-01 4.952723333333334046e-03 4.782644583333333092e-05
1.300000000000000000e+01 6.323252086440833557e-17 8.528492458333333849e-06 2.128023750000000193e-04 1.024729583701916753e-11 3.561429999999999883e-06 5.145310000000000161e-03 1.125277583333333421e-02 8.652732500000000215e-02 1.286633334457916877e-13 0.000000000000000000e+00 1.962876250000000162e-05 9.088236666666666503e-04 1.899110166666666953e-07 3.532044041666666819e-06 7.730953750000000849e-09 1.503909541666666745e-08 1.367132458333333351e-05 1.759453583333333258e-05 3.355278333333333162e-05 6.054599541666666117e-06 1.072251541779624966e-12 0.000000000000000000e+00 1.575804166666666564e-05 3.093664166666666970e-06 2.612184999999999538e-06 2.372521291666666800e-07 2.267305458333332856e-06 3.678789749999999704e-07 3.790686583333334263e-07 9.281763750000001288e-07 8.999798749999998008e-07 7.366820041666667752e-07 6.160753124999999848e-07 8.248934454166665642e-09 1.482250750000000472e-05 3.275502583333333691e-06 1.418184166666666647e-03 1.229109875000000155e-07 5.267982083333332895e-08 1.201447083333333202e-07 7.681584166666666140e-08 4.458972083333333355e-06 3.057219999999999420e-06 6.450457083333331788e-06 4.395834250000000695e-06 5.296049458333332702e-07 3.707684583333333478e-07 1.497715645833333326e-07 4.389560083333334163e-06 4.609133333333333882e-07 4.609133333333333882e-07 4.302562500000000533e-05 9.231700416666667320e-06 1.673234666666666783e-05 1.028826791666666540e-04 1.606528750000000064e-04 8.806479166690271381e-14 4.008509999999999675e-07 2.246932083333333168e-04 1.443088749999999962e-03 7.178824588895832622e-14 1.381805083333333345e-03 3.427617917313750409e-13 1.361662612500000000e-05 0.000000000000000000e+00 4.848448333333332111e-02 9.768698750000001912e-04 1.047058334316250190e-13 1.595969916666666651e-04 1.811918749999999858e-03 2.776411666666666537e-04 2.425454166666666644e-03 1.814154583333333330e-05 3.127682916666666601e-06 4.825695419326666366e-12 5.238559583333333622e-05 1.522315417898750270e-12 6.671340423516666160e-14 4.109715003100832255e-12 1.716332084460833428e-12 9.893087505087502439e-13 2.736761668818334183e-12 2.898317086417082898e-13 4.044760420793333076e-13 2.180004168979583296e-14 1.219221251597916739e-15 6.417673342508335502e-16 3.560921670029999385e-13 3.177777503123749748e-15 6.666543756324999324e-13 3.125436670036666223e-15 7.491419589854168105e-13 3.283328752643333616e-14 1.771316250000000425e-02 2.222185416666666233e-02 1.282731333333333437e-03 1.275952333333333494e-02 6.757565833333332994e-03 6.757565833333332994e-03 2.724880416666666718e-03 1.204292791666666394e-04 6.824595416666666588e-04 6.105020833333332959e-03 6.630192086583333266e-12 2.234006624999999700e-07 3.745285096583333363e-10 1.039053750466666629e-11 1.056712917145000128e-12 1.028878333846249898e-11 6.023792083333334019e-02 1.085815708333333213e-01 4.983897499999999890e-03 4.831445000000000292e-05
1.350000000000000000e+01 1.259512917179166618e-16 8.678656249999999075e-06 2.136852500000000290e-04 2.044391667275833336e-11 3.590869999999999808e-06 5.176644166666666790e-03 1.128975208333333341e-02 8.685994166666667626e-02 2.581480835182083213e-13 0.000000000000000000e+00 1.978137499999999829e-05 9.146819583333333503e-04 1.921323541666666528e-07 3.565668333333333108e-06 7.802458749999999146e-09 1.517742125000000029e-08 1.379738958333333143e-05 1.774832833333333387e-05 3.412625833333333378e-05 6.375846083333334139e-06 1.183264500120458501e-12 0.000000000000000000e+00 1.626129666666666833e-05 3.118524166666666254e-06 2.633734583333333367e-06 2.400531458333333098e-07 2.291284708333333292e-06 3.722036874999999406e-07 3.834691208333333170e-07 9.376843333333333632e-07 9.091014583333333019e-07 7.458545208333332580e-07 6.230076958333333222e-07 8.486180354166667006e-09 1.496120000000000170e-05 3.308468416666666972e-06 1.426677500000000064e-03 1.241287791666666811e-07 5.320055416666666733e-08 1.213491666666666550e-07 7.758143333333333305e-08 4.757332916666666321e-06 3.078799583333333230e-06 6.745064999999999260e-06 4.444545000000000151e-06 5.354152333333333838e-07 3.747673374999999902e-07 1.617266966666666368e-07 4.526359166666668166e-06 4.656340958333333536e-07 4.656340958333333536e-07 4.330591249999999904e-05 9.309842083333335922e-06 1.686823916666666714e-05 1.063831333333333076e-04 1.614817083333333072e-04 1.868967916670966472e-13 4.045010416666666184e-07 2.262238333333333341e-04 1.452090833333333176e-03 1.435941250914999944e-13 1.391160708333333404e-03 6.991041667741251244e-13 1.384411512499999900e-05 0.000000000000000000e+00 4.879393333333333777e-02 9.840372083333333297e-04 2.107000001614582702e-13 1.607546541666667040e-04 1.822583333333333824e-03 2.797155000000000496e-04 2.443637916666666857e-03 1.826898749999999989e-05 3.155999166666666687e-06 9.589969171049999427e-12 5.276617500000000137e-05 3.047468752025833805e-12 1.347335001124583429e-13 8.210572921766667604e-12 3.434605835188749996e-12 1.967431250839166798e-12 5.473736670205417376e-12 5.863082505062500368e-13 8.168570840108332790e-13 4.410961670462083525e-14 2.488212085955833054e-15 1.317060001503750272e-15 7.170611255524998201e-13 6.408045838462499472e-15 1.342276667705833017e-12 6.329867922195833799e-15 1.504157084405416818e-12 6.556430421012498719e-14 1.779883333333333317e-02 2.238211249999999888e-02 1.290677958333333536e-03 1.281891249999999975e-02 6.808312916666666575e-03 6.808312916666666575e-03 2.740944999999999840e-03 1.211922291666666691e-04 6.868008333333332173e-04 6.138669999999998850e-03 1.318051250536250223e-11 2.260448708333333160e-07 4.018103432666666707e-10 2.066056667437083340e-11 2.101303750789583160e-12 2.047636250845833902e-11 6.049041249999998621e-02 1.091627750000000036e-01 5.013674583333333108e-03 4.878682916666665930e-05
1.400000000000000000e+01 2.377321667489583426e-16 8.838413791666667972e-06 2.145611249999999828e-04 3.831682500980000207e-11 3.619105416666666553e-06 5.207852499999999531e-03 1.132795416666666603e-02 8.719475833333333037e-02 4.939776252957084091e-13 0.000000000000000000e+00 1.992798333333333291e-05 9.202867916666665525e-04 1.943923125000000065e-07 3.598534166666667440e-06 7.872259166666666952e-09 1.531370874999999965e-08 1.392099166666666431e-05 1.789767375000000300e-05 3.468073333333332816e-05 6.705701166666667671e-06 1.313600000128916762e-12 0.000000000000000000e+00 1.675827291666666377e-05 3.142462916666665890e-06 2.654500416666666579e-06 2.429233624999999758e-07 2.315166416666666619e-06 3.764502333333333629e-07 3.878874083333334403e-07 9.471368333333332951e-07 9.184667500000000608e-07 7.550022458333334220e-07 6.298254833333332944e-07 8.744299183333332886e-09 1.509701750000000084e-05 3.340404166666666915e-06 1.434879166666666594e-03 1.253336041666666715e-07 5.372053333333333410e-08 1.225418708333333189e-07 7.834964999999999775e-08 5.080222083333333548e-06 3.099257500000000116e-06 7.041398750000001647e-06 4.492139833333333424e-06 5.412391875000000119e-07 3.788628333333333511e-07 1.745790204166666613e-07 4.661338625000000408e-06 4.703156749999999734e-07 4.703156749999999734e-07 4.356523333333334110e-05 9.385749583333335161e-06 1.699826375000000207e-05 1.100478083333333320e-04 1.623084583333333413e-04 3.402435416674203350e-13 4.081506250000000556e-07 2.276539583333333410e-04 1.460743333333333399e-03 2.737708751464166270e-13 1.400124458333333296e-03 1.297787916840416677e-12 1.408356620833333410e-05 0.000000000000000000e+00 4.907749999999999613e-02 9.909157083333333758e-04 4.037575419247499791e-13 1.618523000000000021e-04 1.832728749999999870e-03 2.816869166666666311e-04 2.461067083333333665e-03 1.839076249999999755e-05 3.183440000000000136e-06 1.813497500703333487e-11 5.312382916666666199e-05 5.818156669908749797e-12 2.587936668463332817e-13 1.564609584150000085e-11 6.512640002970832908e-12 3.714497918012916426e-12 1.044042500566249691e-11 1.127328750808333263e-12 1.568717501082083280e-12 8.478716672729165251e-14 4.823046670854165923e-15 2.558265002399166781e-15 1.374029584216250404e-12 1.229460417486666582e-14 2.572596251660833287e-12 1.217624584216666540e-14 2.875915001714167100e-12 1.251648334028750264e-13 1.788269166666666549e-02 2.253394999999999704e-02 1.298182916666666773e-03 1.287710416666666691e-02 6.855300416666667250e-03 6.855300416666667250e-03 2.756346666666666546e-03 1.219347500000000136e-04 6.908707916666667961e-04 6.170611666666666641e-03 2.486356250860833309e-11 2.287454458333333548e-07 4.373621769041666143e-10 3.889756667904166377e-11 3.956663751268333612e-12 3.862442918023750081e-11 6.072703333333332593e-02 1.097231291666666692e-01 5.041363333333334119e-03 4.925157916666666531e-05
1.450000000000000000e+01 4.329427917956665569e-16 9.009099625000001351e-06 2.153999583333333597e-04 6.931671251539167119e-11 3.646636666666666782e-06 5.236068333333333130e-03 1.136429166666666664e-02 8.749846249999999881e-02 9.105261254620831066e-13 0.000000000000000000e+00 2.006817083333333114e-05 9.254905833333331930e-04 1.967280166666666695e-07 3.630650000000000552e-06 7.941026250000000695e-09 1.544709166666666981e-08 1.404243083333333451e-05 1.804242708333332983e-05 3.522137083333333371e-05 7.045502041666666410e-06 1.468956375138750218e-12 0.000000000000000000e+00 1.725232916666666840e-05 3.165359583333333126e-06 2.674528749999999444e-06 2.459337458333333129e-07 2.339239374999999349e-06 3.807771041666666784e-07 3.925112291666667259e-07 9.566634166666665407e-07 9.278137083333332979e-07 7.645378083333333837e-07 6.368832583333332287e-07 9.030191349999999415e-09 1.523034666666666764e-05 3.373018999999998766e-06 1.442513749999999907e-03 1.265559624999999816e-07 5.423979999999999710e-08 1.237250666666666835e-07 7.910756666666667460e-08 5.430707083333334479e-06 3.118464999999999966e-06 7.337532916666667468e-06 4.541161708333333977e-06 5.471685041666666711e-07 3.829217041666666274e-07 1.885376450000000528e-07 4.795627583333332965e-06 4.749918208333332793e-07 4.749918208333332793e-07 4.381875833333334305e-05 9.458056250000000456e-06 1.712406541666666913e-05 1.139263000000000141e-04 1.630997916666666479e-04 5.988443750012782345e-13 4.116747916666665935e-07 2.289915833333333551e-04 1.468865833333333299e-03 5.030551252289166730e-13 1.408571333333333330e-03 2.326450000274208402e-12 1.433856449999999979e-05 0.000000000000000000e+00 4.934905833333333436e-02 9.974027916666665643e-04 7.453754170697082798e-13 1.628940875000000189e-04 1.842490833333333125e-03 2.835724166666666658e-04 2.477537916666665892e-03 1.850757500000000042e-05 3.210347083333333092e-06 3.307270834435000402e-11 5.346564166666665678e-05 1.070389167173333219e-11 4.788415836137083956e-13 2.873209167943749800e-11 1.191036250464583243e-11 6.764687085442916787e-12 1.919467084218750239e-11 2.087505001261249899e-12 2.901042501688750366e-12 1.569787917612500166e-13 8.994137506533332907e-15 4.780149170405416458e-15 2.536927501378750891e-12 2.272558751279583567e-14 4.751252502593333807e-12 2.255348334711250245e-14 5.298577086011250352e-12 2.302443334420416616e-13 1.796302083333333258e-02 2.267653333333333188e-02 1.305333625000000206e-03 1.293199583333333284e-02 6.901454166666665287e-03 6.901454166666665287e-03 2.771047500000000177e-03 1.226372583333333068e-04 6.949065416666667244e-04 6.201720833333332870e-03 4.523490001349166460e-11 2.315558041666666656e-07 4.858923439125000313e-10 7.066129168607500638e-11 7.187281668655416663e-12 7.028062085460416803e-11 6.095126666666666332e-02 1.102655583333333050e-01 5.067276666666666214e-03 4.971961666666666074e-05
1.500000000000000000e+01 7.634639585315416982e-16 9.193844624999999529e-06 2.162652499999999671e-04 1.215109166903583358e-10 3.673462916666667243e-06 5.262750000000000067e-03 1.140062083333333483e-02 8.781595833333333267e-02 1.623126250707916585e-12 0.000000000000000000e+00 2.020640000000000020e-05 9.304400416666665794e-04 1.991915083333333421e-07 3.663115416666666747e-06 8.008905416666665693e-09 1.558020333333333539e-08 1.416321125000000098e-05 1.818601708333333230e-05 3.574529583333333225e-05 7.394091999999999848e-06 1.656957916816750318e-12 0.000000000000000000e+00 1.774309833333333731e-05 3.187959999999999967e-06 2.694135833333333334e-06 2.491902041666666187e-07 2.363938583333333113e-06 3.853640958333333369e-07 3.974536708333333282e-07 9.664812499999999379e-07 9.375385000000001336e-07 7.744946291666667078e-07 6.441322750000000847e-07 9.347719362500000476e-09 1.536506666666666963e-05 3.405403333333333042e-06 1.449897916666666522e-03 1.278376916666666783e-07 5.478656250000000067e-08 1.249341374999999948e-07 7.987798333333333915e-08 5.809821666666666892e-06 3.136947499999999920e-06 7.633342083333334271e-06 4.591158166666666866e-06 5.531081541666665254e-07 3.871694458333333445e-07 2.036627079166666635e-07 4.929190625000000363e-06 4.797721249999999402e-07 4.797721249999999402e-07 4.406139999999999796e-05 9.529374999999998865e-06 1.724794124999999914e-05 1.179952708333333240e-04 1.638682083333333156e-04 1.026472541668769576e-12 4.151130833333332226e-07 2.302749583333333011e-04 1.476634166666666685e-03 8.942839586842084304e-13 1.416576374999999922e-03 4.046322500424166645e-12 1.461277783333333334e-05 0.000000000000000000e+00 4.961140416666667136e-02 1.003735583333333200e-03 1.330895000617083255e-12 1.639121083333333238e-04 1.851905416666666708e-03 2.853845833333333690e-04 2.493579166666666687e-03 1.862163333333333482e-05 3.237241666666666867e-06 5.839284585024999389e-11 5.379803333333333569e-05 1.904996250776666289e-11 8.567128754291666215e-13 5.106005001958333209e-11 2.108668334045833096e-11 1.192710416990708363e-11 3.413811668023750452e-11 3.737918335262917236e-12 5.189499169250835016e-12 2.810862918113333531e-13 1.620356250999583215e-14 8.632050005712500269e-15 4.529532502110833471e-12 4.061669168625834656e-14 8.484211253970834253e-12 4.040092918774999997e-14 9.443515004102500874e-12 4.098046251665833658e-13 1.804168333333333249e-02 2.281232083333333341e-02 1.312326166666666523e-03 1.298685416666666564e-02 6.943585833333334144e-03 6.943585833333334144e-03 2.785110833333333258e-03 1.233060208333332968e-04 6.987506250000001485e-04 6.230999583333333113e-03 7.970224585407082319e-11 2.345522791666666772e-07 5.543770943041667630e-10 1.243075833631749814e-10 1.264556250305750059e-11 1.238412916993458309e-10 6.119147916666666659e-02 1.107858958333333282e-01 5.093826666666666399e-03 5.018940416666667017e-05
