z 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100 101 102 103 104 105 106 107 108 109 110 111 112 113
2.500000000000000000e+01 1.405077083392541410e-12 2.622265812500000352e-05 2.368945833333333233e-04 2.363806000072083388e-07 4.635869166666665869e-06 5.727054166666666231e-03 1.219495833333333369e-02 9.445254166666666729e-02 2.850873750210375249e-09 0.000000000000000000e+00 2.513678333333333291e-05 1.007460416666666617e-03 8.500362583333335493e-07 5.806275000000001427e-06 1.349778124999999843e-08 2.054771999999999985e-08 1.867967374999999653e-05 2.278308833333332902e-05 4.461947916666666607e-05 1.780444166666666692e-05 2.223358958356962497e-10 0.000000000000000000e+00 2.944503916666666842e-05 3.859604166666666958e-06 3.317470416666666433e-06 1.758108958333333342e-06 4.170470333333332861e-06 6.789756874999999297e-07 2.051810312499999864e-06 3.001982666666666838e-06 3.028462083333333392e-06 1.393879749999999713e-06 1.094713458333333283e-06 4.807374905416666537e-08 2.065664208333333374e-05 4.898964666666666983e-06 1.567957083333333321e-03 5.168659833333333344e-07 2.215261958333333413e-07 2.378923541666666337e-07 1.520934791666666509e-07 2.579136666666666838e-05 3.465231666666666780e-06 1.334367166666666592e-05 7.258186875000000164e-06 8.745219250000000728e-07 6.121337624999999531e-07 1.412387849999999993e-06 9.006027916666667322e-06 7.229627916666666212e-07 7.229627916666666212e-07 4.863651249999999845e-05 1.177793083333333273e-05 2.081021666666666610e-05 2.588928749999999603e-04 1.761651249999999797e-04 3.785008750001528585e-09 5.688915416666666900e-07 2.506466249999999814e-04 1.594366666666667022e-03 1.537047000102874857e-09 1.557842083333332893e-03 9.971882083469584948e-09 3.895188166666666989e-05 9.124405000000000608e-10 5.380886250000000565e-02 1.153652375000000039e-03 2.360271625180291727e-09 1.859286666666666674e-04 2.018262916666666452e-03 3.275983749999999820e-04 2.858582500000000307e-03 2.196007499999999828e-05 4.573543749999999167e-06 1.018090125050291664e-07 6.035976249999999840e-05 3.327542916898125280e-08 1.556527708458541623e-09 8.750071250575417257e-08 3.840390833543708567e-08 2.117685708429874952e-08 5.898772917067416913e-08 6.912105417232917375e-09 9.583122917429166984e-09 5.331889583764999691e-10 2.954870416954749993e-11 1.731170458503499860e-11 8.194238333959165823e-09 7.409332500580000914e-11 1.504630750115916619e-08 7.642354583958332370e-11 1.661679041786708653e-08 6.955547083823332659e-10 1.933579166666666779e-02 2.517550833333333238e-02 1.435085000000000006e-03 1.396058333333333352e-02 7.818686249999999907e-03 7.818686249999999907e-03 3.026013750000000613e-03 1.363332499999999876e-04 7.725270833333334640e-04 6.699574999999999281e-03 1.415837291728583302e-07 1.335575245833333310e-06 1.978001250581666933e-07 2.252405958422833539e-07 2.297509416758375051e-08 2.225645833430833144e-07 6.549787499999999707e-02 1.189988750000000040e-01 5.498754166666665506e-03 7.150535833333334322e-05
2.550000000000000000e+01 1.800812583403666460e-12 2.854811216666666297e-05 2.381308333333332727e-04 3.061061166752291740e-07 4.735096250000000362e-06 5.747121250000000736e-03 1.223229166666666735e-02 9.476287499999998254e-02 3.605338750250208379e-09 0.000000000000000000e+00 2.573692083333333001e-05 1.010345000000000167e-03 9.992287666666666566e-07 6.147914583333332982e-06 1.412079416666666289e-08 2.098233958333333101e-08 1.907441499999999921e-05 2.316012416666666593e-05 4.500379583333333856e-05 1.855303041666666943e-05 3.001689875027291753e-10 0.000000000000000000e+00 3.023411166666666204e-05 3.918030833333334513e-06 3.375451666666667361e-06 2.129437424999999595e-06 4.453985750000000235e-06 7.132293916666667069e-07 2.448207374999999878e-06 3.469718541666666411e-06 3.513197791666666830e-06 1.463681383333333487e-06 1.146015791666666724e-06 5.402186477916665111e-08 2.114650708333333146e-05 5.049736499999999115e-06 1.572394583333333205e-03 6.120290833333332635e-07 2.622806208333333168e-07 2.606936541666666567e-07 1.666646125000000143e-07 2.690711249999999945e-05 3.481652916666666110e-06 1.362730791666666689e-05 7.540892833333333540e-06 9.084863749999997718e-07 6.359680166666665449e-07 1.571550683333333143e-06 9.359984583333331860e-06 7.499520416666667118e-07 7.499520416666667118e-07 4.886632083333332578e-05 1.196332083333333537e-05 2.108801666666666538e-05 2.692683749999999899e-04 1.765698749999999829e-04 5.158602083335218816e-09 5.878511250000000705e-07 2.514675833333333073e-04 1.598398333333333381e-03 1.943815750122125260e-09 1.564437083333333409e-03 1.330081416682887601e-08 4.217726495833332899e-05 1.713129250000000027e-09 5.396597083333334183e-02 1.164093166666666521e-03 2.985362916880791140e-09 1.873068749999999853e-04 2.026908750000000047e-03 3.305475833333333430e-04 2.882969166666666996e-03 2.228443750000000224e-05 4.748147083333333005e-06 1.296274708393083352e-07 6.075474583333332707e-05 4.212074166942000211e-08 1.969843750148708307e-09 1.106661083401666593e-07 4.903442916916583553e-08 2.704213333448000080e-08 7.461594167142916926e-08 8.758282500673333750e-09 1.214860666757333430e-08 6.774048333847498267e-10 3.727915417008666341e-11 2.200134083536042032e-11 1.037862208407749961e-08 9.387891250689999707e-11 1.901813708471000080e-08 9.699411667410417470e-11 2.102453958475875399e-08 8.770830000582083478e-10 1.937979166666666322e-02 2.529007916666666314e-02 1.440770833333333617e-03 1.400112500000000142e-02 7.869821250000000670e-03 7.869821250000000670e-03 3.037127916666666760e-03 1.370417083333333311e-04 7.765879166666667501e-04 6.714654166666667034e-03 1.809349250073542224e-07 1.620055008333333736e-06 2.566540667317500072e-07 2.887721750106332938e-07 2.945044166775625076e-08 2.847083416782500159e-07 6.567070833333332747e-02 1.192597916666666702e-01 5.513283333333333057e-03 7.366547499999999285e-05
2.600000000000000000e+01 2.288167000083000201e-12 3.115931329166666831e-05 2.394320833333333511e-04 3.932614208434458471e-07 4.842807083333333721e-06 5.766141666666666117e-03 1.226891666666666929e-02 9.508541666666665837e-02 4.516037500295750238e-09 0.000000000000000000e+00 2.642019999999999821e-05 1.013390833333333409e-03 1.176861787500000043e-06 6.544185000000000601e-06 1.478006624999999944e-08 2.143913666666666594e-08 1.948987416666666495e-05 2.355445874999999835e-05 4.538755416666666803e-05 1.933174625000000146e-05 4.040169416698108737e-10 0.000000000000000000e+00 3.105182249999999792e-05 3.981230416666666919e-06 3.438486250000000083e-06 2.575376429166666742e-06 4.780684583333332352e-06 7.504007291666664844e-07 2.924646654166667244e-06 4.030017916666666322e-06 4.094196833333333260e-06 1.539605108333333454e-06 1.201802208333333555e-06 6.080078732916666268e-08 2.166725499999999521e-05 5.211029958333333931e-06 1.577147083333333387e-03 7.269336541666666283e-07 3.115126375000000002e-07 2.887159041666666746e-07 1.846008166666666720e-07 2.702121666666666474e-05 3.498531666666666529e-06 1.391499791666666854e-05 7.844616041666666904e-06 9.452230000000001783e-07 6.617019000000000656e-07 1.747676595833333380e-06 9.736572083333333444e-06 7.793323750000001229e-07 7.793323750000001229e-07 4.909783749999999526e-05 1.216065416666666941e-05 2.137923749999999946e-05 2.800269166666667317e-04 1.770012500000000394e-04 6.965585000002300588e-09 6.094528333333333532e-07 2.523090833333333297e-04 1.602517083333333424e-03 2.434699333477458188e-09 1.571437916666667016e-03 1.762892375019187604e-08 4.577519041666668190e-05 3.166848291666666893e-09 5.412462500000000953e-02 1.175203750000000137e-03 3.738311250252750075e-09 1.887337499999999953e-04 2.036270416666666628e-03 3.336833750000000025e-04 2.908380416666667221e-03 2.264554166666666704e-05 4.947217916666666621e-06 1.635479791737166700e-07 6.114336250000002254e-05 5.280194583658792352e-08 2.469193750175541567e-09 1.386332458413958471e-07 6.205442083628290392e-08 3.423265291802000036e-08 9.348840000562497860e-08 1.099145750079541774e-08 1.525213833440500190e-08 8.523469167275000874e-10 4.658062917070125982e-11 2.769077500239958473e-11 1.301841958421291813e-08 1.177813083414916527e-10 2.380780208495791441e-08 1.219140666754625085e-10 2.634392166834916541e-08 1.095062666735333441e-09 1.942700000000000329e-02 2.540650833333333095e-02 1.446893749999999916e-03 1.404325000000000191e-02 7.924295833333332498e-03 7.924295833333332498e-03 3.049232916666666428e-03 1.378096666666666899e-04 7.808741666666665568e-04 6.731654166666667556e-03 2.291812583420124509e-07 1.969910554166666795e-06 3.308279250729583313e-07 3.670329291792124341e-07 3.743839208461916717e-08 3.610862166803375490e-07 6.585079166666665818e-02 1.195337500000000081e-01 5.528479166666665917e-03 7.599729583333333244e-05
2.650000000000000000e+01 2.879836250097375709e-12 3.405829950000000082e-05 2.407349999999999779e-04 5.008546250118667034e-07 4.961678750000000492e-06 5.784754166666666170e-03 1.230445833333333218e-02 9.539458333333332429e-02 5.599128333680874404e-09 0.000000000000000000e+00 2.718920833333333554e-05 1.016192499999999917e-03 1.386003283333333188e-06 6.999715416666667547e-06 1.547376874999999506e-08 2.191382458333333361e-08 1.992155624999999777e-05 2.396280583333333184e-05 4.576713749999999681e-05 2.013363083333333305e-05 5.409946666702754650e-10 0.000000000000000000e+00 3.189472041666666671e-05 4.048545833333333720e-06 3.506578750000000227e-06 3.103317708333332739e-06 5.155066833333333150e-06 7.907576791666667748e-07 3.488236966666666557e-06 4.693439541666667447e-06 4.781780458333333459e-06 1.621438841666666622e-06 1.261833666666666679e-06 6.846618503333332250e-08 2.221339125000000426e-05 5.381824499999999382e-06 1.581562916666666733e-03 8.639281374999999482e-07 3.702889624999999579e-07 3.230420875000000148e-07 2.065254750000000072e-07 2.713416666666666169e-05 3.515049583333332653e-06 1.420314208333333022e-05 8.170702499999999720e-06 9.844305416666667954e-07 6.890341833333334082e-07 1.940891658333333236e-06 1.013506999999999849e-05 8.111588749999999612e-07 8.111588749999999612e-07 4.934104166666667258e-05 1.236640250000000090e-05 2.168043333333333339e-05 2.910695833333333256e-04 1.774025000000000417e-04 9.308415833336113122e-09 6.341428333333332388e-07 2.531184999999999924e-04 1.606362500000000455e-03 3.019787666835750158e-09 1.578144583333333101e-03 2.320207041689216384e-08 4.974483704166666846e-05 5.752273333333333324e-09 5.428279166666666322e-02 1.186630833333333261e-03 4.636000000296541889e-09 1.901808749999999717e-04 2.045900000000000236e-03 3.369069166666666614e-04 2.934324583333333333e-03 2.304394166666666986e-05 5.172010833333333305e-06 2.043646083416041770e-07 6.154503749999999359e-05 6.553664167049125122e-08 3.063999583539332916e-09 1.719517250094583257e-07 7.782393333679457141e-08 4.293072916825416677e-08 1.159817125066041854e-07 1.365715333426749910e-08 1.895890708459208330e-08 1.061987375071583343e-09 5.763526667140000935e-11 3.450819583615792363e-11 1.616576125103374892e-08 1.463068208429208349e-10 2.949779291857292022e-08 1.517040500103416467e-10 3.268508333530707909e-08 1.353500500080583608e-09 1.946962500000000082e-02 2.552114166666666698e-02 1.452795416666666879e-03 1.408495833333333301e-02 7.977174166666668384e-03 7.977174166666668384e-03 3.061358333333333726e-03 1.385462916666666737e-04 7.851829166666667720e-04 6.746208333333333224e-03 2.876373125101833399e-07 2.395872062500000043e-06 4.229520834151666323e-07 4.623400000147208465e-07 4.715082500150875456e-08 4.538045000160374759e-07 6.602591666666667025e-02 1.197802916666667050e-01 5.543179166666666220e-03 7.848625833333331564e-05
2.700000000000000000e+01 3.590356750112916417e-12 3.726271708333333551e-05 2.420941666666666500e-04 6.318262500137666837e-07 5.091174166666666756e-06 5.804433333333333493e-03 1.234212500000000066e-02 9.571625000000000272e-02 6.870470000403500931e-09 0.000000000000000000e+00 2.805272499999999491e-05 1.019066666666666645e-03 1.628864962500000308e-06 7.520757083333334060e-06 1.620382249999999872e-08 2.240603375000000225e-08 2.036888291666666680e-05 2.438279458333334228e-05 4.614264583333333868e-05 2.095576958333333420e-05 7.183989208374592289e-10 0.000000000000000000e+00 3.275777166666666695e-05 4.120815000000000627e-06 3.579899999999999809e-06 3.720940891666667044e-06 5.581465958333333106e-06 8.341090499999998850e-07 4.147537133333333316e-06 5.468996416666667643e-06 5.585165791666666183e-06 1.709149237500000015e-06 1.326178208333333344e-06 7.706556204166665846e-08 2.278400333333333881e-05 5.562541499999999875e-06 1.586313750000000258e-03 1.025272200000000114e-06 4.393954666666666989e-07 3.646347583333333039e-07 2.331227833333332953e-07 2.724770416666666924e-05 3.531798750000000132e-06 1.449350791666666886e-05 8.515935958333332304e-06 1.025998250000000007e-06 7.182373958333334381e-07 2.151027629166666849e-06 1.053412874999999997e-05 8.453650833333334678e-07 8.453650833333334678e-07 4.958145833333332770e-05 1.257982458333333219e-05 2.199065833333333091e-05 3.025004166666666445e-04 1.778537500000000181e-04 1.228849791666999435e-08 6.622504166666668279e-07 2.539424166666666666e-04 1.610314583333333086e-03 3.707110416862624541e-09 1.584894583333333129e-03 3.028288500026208422e-08 5.410547558333332591e-05 1.017964333333333186e-08 5.445058333333333001e-02 1.198630416666666672e-03 5.688512917010459680e-09 1.916695416666667042e-04 2.057654166666666919e-03 3.402896249999999632e-04 2.961224166666666727e-03 2.348593749999999404e-05 5.424737083333333586e-06 2.527950708429249936e-07 6.194781666666665998e-05 8.049869583777501323e-08 3.763179583572166257e-09 2.110534250109666518e-07 9.664005417067959507e-08 5.329990833517416450e-08 1.423775375076583650e-07 1.679580291775083142e-08 2.332516000146124446e-08 1.309565458416499923e-09 7.057493333881664855e-11 4.257076666995083023e-11 1.986396791786708113e-08 1.798418708444666482e-10 3.618105833554333078e-08 1.867998958453458491e-10 4.013561250228832577e-08 1.655246458426750033e-09 1.951620833333333679e-02 2.563610833333333436e-02 1.458981666666666786e-03 1.412945833333333241e-02 8.033303749999999924e-03 8.033303749999999924e-03 3.074462499999999765e-03 1.393477916666666626e-04 7.895916666666667185e-04 6.761483333333334449e-03 3.573647291784708681e-07 2.907381325000000656e-06 5.360412084250832883e-07 5.765431250170709497e-07 5.879645000174958333e-08 5.645305000185958148e-07 6.620004166666666745e-02 1.200622083333333090e-01 5.558108333333333130e-03 8.111945833333332966e-05
2.750000000000000000e+01 4.432328333463457774e-12 4.079098437499999766e-05 2.434829166666666695e-04 7.896663750158749150e-07 5.230909583333333619e-06 5.822350000000000442e-03 1.237708333333333195e-02 9.603958333333334485e-02 8.343822500465833183e-09 0.000000000000000000e+00 2.901519583333333379e-05 1.021889166666666579e-03 1.908103633333333236e-06 8.108653750000000969e-06 1.696565875000000076e-08 2.290986458333333423e-08 2.082699416666666749e-05 2.481110666666666974e-05 4.650946666666665896e-05 2.179541500000000247e-05 9.458385041713668296e-10 0.000000000000000000e+00 3.363820958333333267e-05 4.197567083333333272e-06 3.658465833333332281e-06 4.435439091666666125e-06 6.063102833333332904e-06 8.805125583333331960e-07 4.909770704166666878e-06 6.363731708333332012e-06 6.514524999999999262e-06 1.802814629166666800e-06 1.394961291666666880e-06 8.666212668333334074e-08 2.337706416666666660e-05 5.752715624999999395e-06 1.590884166666666454e-03 1.213390350000000040e-06 5.199422916666666860e-07 4.147941083333333487e-07 2.652070333333333664e-07 2.735726666666666977e-05 3.548204166666666433e-06 1.478175499999999990e-05 8.881671500000000400e-06 1.069949916666666739e-06 7.490003666666664936e-07 2.378594041666666453e-06 1.094106708333333147e-05 8.821555416666666819e-07 8.821555416666666819e-07 4.981916666666667235e-05 1.279754375000000039e-05 2.230694583333332903e-05 3.142191666666667091e-04 1.782770833333333310e-04 1.602927583333727727e-08 6.941347916666665433e-07 2.547147083333333004e-04 1.613924166666666667e-03 4.503936250225833236e-09 1.591555833333333251e-03 3.920511333363603970e-08 5.885999791666667274e-05 1.757791333333333469e-08 5.460929166666667056e-02 1.210916666666666348e-03 6.911326667062916781e-09 1.931486249999999976e-04 2.069587500000000073e-03 3.437812083333333124e-04 2.988108749999999775e-03 2.397123333333333185e-05 5.709034583333333383e-06 3.096223333443875375e-07 6.234797916666667090e-05 9.787700417179167360e-08 4.575335000275334201e-09 2.564316291793041765e-07 1.188498083379583246e-07 6.552510833545500507e-08 1.730195375088333492e-07 2.044576083458374619e-08 2.839971000168624381e-08 1.598614416762791622e-09 8.555436250631667348e-11 5.199496250379667323e-11 2.415750625138541761e-08 2.188131250128541599e-10 4.390694583588082183e-08 2.276782291805416953e-10 4.879140000263750020e-08 2.003373041774375389e-09 1.956104166666666408e-02 2.574750416666666750e-02 1.464938750000000303e-03 1.417416666666666651e-02 8.087917499999999760e-03 8.087917499999999760e-03 3.087804166666666562e-03 1.401449583333333221e-04 7.941033333333332627e-04 6.776608333333333963e-03 4.397131250136083435e-07 3.517372620833332379e-06 6.736512501028331699e-07 7.121316250196793051e-07 7.260957500201667282e-08 6.956043333547666242e-07 6.639083333333332948e-02 1.203179166666666494e-01 5.571020833333334941e-03 8.390404583333333258e-05
2.800000000000000000e+01 5.419745833482623502e-12 4.467546604166667190e-05 2.449408333333332973e-04 9.779956250182168275e-07 5.383122916666665626e-06 5.841666666666666015e-03 1.241445833333333117e-02 9.636624999999998664e-02 1.003386625053499918e-08 0.000000000000000000e+00 3.008728333333333236e-05 1.024824999999999825e-03 2.225969483333333191e-06 8.772957916666666519e-06 1.776491958333333448e-08 2.342717166666666486e-08 2.129840999999999993e-05 2.525159333333333462e-05 4.687303749999999583e-05 2.265519791666667339e-05 1.234162258338670960e-09 0.000000000000000000e+00 3.453681583333332650e-05 4.280288749999999550e-06 3.743209583333333023e-06 5.251907545833331565e-06 6.604248624999999056e-06 9.303197166666667679e-07 5.784283791666667451e-06 7.389363999999998934e-06 7.578355583333334217e-06 1.902658354166666997e-06 1.468412750000000081e-06 9.734976227916665907e-08 2.399388416666666521e-05 5.952423791666666149e-06 1.595778749999999776e-03 1.430463391666666365e-06 6.129879416666667910e-07 4.748799624999999446e-07 3.036646291666666667e-07 2.746911249999999847e-05 3.564728749999999832e-06 1.507309166666666638e-05 9.267064666666667563e-06 1.116451624999999987e-06 7.815177958333333752e-07 2.624141737499999835e-06 1.136726416666666683e-05 9.214599583333331938e-07 9.214599583333331938e-07 5.006495833333332400e-05 1.302422833333333450e-05 2.263230000000000352e-05 3.263458333333332947e-04 1.787295833333333271e-04 2.066451708333796196e-08 7.304843749999998962e-07 2.555064583333333255e-04 1.617772916666667012e-03 5.417983333592332993e-09 1.598363333333333155e-03 5.035091958368116204e-08 6.404988291666666752e-05 2.963363250000000282e-08 5.476779166666666948e-02 1.223628750000000081e-03 8.314241250454582906e-09 1.946789999999999838e-04 2.082458333333333297e-03 3.474227083333333486e-04 3.016006666666666645e-03 2.450980416666666620e-05 6.027709583333333343e-06 3.754999000126833674e-07 6.276712500000000596e-05 1.178333750058916874e-07 5.508754583649165753e-09 3.085220083478291472e-07 1.448195916719750014e-07 7.978842916910042073e-08 2.081853541768041465e-07 2.464596375143541511e-08 3.424520833527000705e-08 1.932567875110499978e-09 1.027257333405791603e-10 6.290153750436665692e-11 2.908943416825834297e-08 2.635892333481041048e-10 5.276441666958833487e-08 2.747703375159457958e-10 5.872194583635834061e-08 2.401119208456874377e-09 1.961183333333333528e-02 2.585850833333333196e-02 1.471450000000000015e-03 1.422266666666666644e-02 8.143335833333332704e-03 8.143335833333332704e-03 3.102466666666666654e-03 1.409907916666666738e-04 7.989229166666665964e-04 6.792945833333333648e-03 5.357969166822749306e-07 4.237208625000000963e-06 8.393415417817917982e-07 8.714122916892414474e-07 8.881887916898040673e-08 8.489461250245875275e-07 6.657708333333332840e-02 1.205975000000000102e-01 5.585870833333333486e-03 8.685509999999998772e-05
2.850000000000000000e+01 6.570555416837333661e-12 4.892562366666665358e-05 2.464108333333333493e-04 1.200967125020833080e-06 5.547774999999999582e-06 5.859379166666667076e-03 1.245095833333332951e-02 9.669416666666667826e-02 1.195458208394583314e-08 0.000000000000000000e+00 3.127598749999999241e-05 1.027646249999999983e-03 2.584894450000000003e-06 9.516727916666667362e-06 1.859867625000000018e-08 2.395786249999999607e-08 2.177982583333333059e-05 2.569828541666667053e-05 4.721482500000000242e-05 2.352704166666666868e-05 1.596410166672716862e-09 0.000000000000000000e+00 3.544655624999999905e-05 4.367685833333333175e-06 3.834032083333333372e-06 6.178734108333333172e-06 7.209520416666667989e-06 9.834250833333333157e-07 6.775250166666666622e-06 8.552229541666666969e-06 8.787593458333332167e-06 2.008851658333333429e-06 1.546525083333333057e-06 1.092343479958333282e-07 2.463149208333332839e-05 6.162164791666666518e-06 1.600933333333333722e-03 1.678837329166666559e-06 7.194939166666666086e-07 5.464135249999999033e-07 3.493845583333332326e-07 2.757923749999999769e-05 3.581064583333332732e-06 1.536084166666666545e-05 9.672121750000001295e-06 1.165349791666666783e-06 8.156977833333334943e-07 2.887439049999999651e-06 1.181268375000000013e-05 9.636375416666666965e-07 9.636375416666666965e-07 5.031995833333334104e-05 1.325535958333333351e-05 2.296386249999999616e-05 3.386137500000000172e-04 1.792029166666666683e-04 2.634680833333873808e-08 7.718631666666664672e-07 2.562654166666666509e-04 1.621374583333333322e-03 6.458572500296083026e-09 1.604977083333333559e-03 6.419252083373152931e-08 6.970133958333332496e-05 4.880841374999999478e-08 5.493041666666665518e-02 1.236758749999999950e-03 9.908913333852917551e-09 1.962016666666666824e-04 2.096129166666666540e-03 3.511816250000000480e-04 3.044124999999999522e-03 2.510509583333333543e-05 6.384034166666665589e-06 4.512139583478333249e-07 6.317800000000001073e-05 1.405405375067458274e-07 6.570360000361042050e-09 3.677001083499040811e-07 1.749140500060666847e-07 9.628388333611540829e-08 2.481801125115957493e-07 2.944189541830875242e-08 4.090939583554957875e-08 2.315044500126624899e-09 1.222478541749458624e-10 7.540547083834165413e-11 3.470483208515540993e-08 3.146392541835791476e-10 6.281815000334001164e-08 3.284480208516000778e-10 7.002851667012458652e-08 2.850215833474583269e-09 1.966266666666666857e-02 2.596658750000000251e-02 1.477687500000000051e-03 1.427162500000000132e-02 8.199162500000000894e-03 8.199162500000000894e-03 3.117650000000000889e-03 1.418562499999999956e-04 8.038237499999998812e-04 6.809870833333332880e-03 6.471498750178416815e-07 5.081156833333333040e-06 1.037606833462166519e-06 1.056711083359141601e-06 1.076848708359783130e-07 1.026950166694775110e-06 6.677166666666665973e-02 1.208812499999999956e-01 5.599787499999999037e-03 8.995981666666666215e-05
2.900000000000000000e+01 7.897145833528292844e-12 5.360420791666666186e-05 2.479666666666666586e-04 1.462938916690470906e-06 5.727085416666666825e-06 5.879241666666666644e-03 1.248737500000000021e-02 9.704041666666664290e-02 1.411751833403458261e-08 0.000000000000000000e+00 3.259172083333333086e-05 1.030742916666666691e-03 2.986563920833333363e-06 1.034669458333333448e-05 1.947188583333333448e-08 2.450056541666667283e-08 2.227224125000000116e-05 2.615614250000000145e-05 4.756442083333332389e-05 2.441887791666667003e-05 2.047798291673512869e-09 0.000000000000000000e+00 3.637696250000000162e-05 4.462684166666666612e-06 3.932175000000000176e-06 7.220334712500000011e-06 7.886185458333332411e-06 1.040381791666666745e-06 7.894189208333333275e-06 9.862590666666666645e-06 1.015011312499999967e-05 2.122047883333333640e-06 1.629933000000000332e-06 1.224023546541666687e-07 2.529313916666666841e-05 6.382576666666666967e-06 1.606495833333333430e-03 1.961186749999999964e-06 8.404884833333333856e-07 6.310474166666666246e-07 4.035013250000000220e-07 2.769125833333333525e-05 3.597666666666666470e-06 1.565199583333333610e-05 1.010010874999999900e-05 1.216861583333333329e-06 8.518235166666667138e-07 3.170148899999999869e-06 1.228166624999999899e-05 1.008714416666666773e-06 1.008714416666666773e-06 5.056891666666667309e-05 1.349606666666666601e-05 2.330422083333333211e-05 3.512983333333333171e-04 1.797379166666666624e-04 3.324122583333959617e-08 8.188565833333332539e-07 2.570574583333333518e-04 1.625370833333333225e-03 7.631005417004915037e-09 1.611851666666666615e-03 8.130022500045541488e-08 7.585471416666666382e-05 7.864129999999999891e-08 5.509633333333333743e-02 1.250571250000000320e-03 1.170736125059375063e-08 1.977829166666666700e-04 2.110962500000000252e-03 3.551263333333332540e-04 3.073138333333334023e-03 2.576641666666666449e-05 6.782702916666666887e-06 5.376053750165666534e-07 6.359775000000000616e-05 1.661550208410541794e-07 7.769711250412540644e-09 4.343952916855999453e-07 2.095432625069291911e-07 1.152132333365116834e-07 2.932652791799249971e-07 3.487280875187749327e-08 4.845349583586874807e-08 2.749000791811666496e-09 1.442292625094583191e-10 8.962419583907083754e-11 4.102266666875166494e-08 3.721667083526875363e-10 7.412544583714915464e-08 3.892697083542417030e-10 8.278320417061708527e-08 3.353601875161374519e-09 1.971820833333333065e-02 2.607514583333333039e-02 1.484595833333333123e-03 1.432579166666666549e-02 8.256445833333334039e-03 8.256445833333334039e-03 3.134620833333333616e-03 1.427566666666666817e-04 8.090237500000000076e-04 6.827958333333332581e-03 7.750359583537208386e-07 6.065424291666667135e-06 1.273152750143999689e-06 1.270886541696150088e-06 1.294582375030220629e-07 1.231909541698779100e-06 6.698666666666666658e-02 1.212062500000000154e-01 5.615512500000000191e-03 9.321919999999999003e-05
2.950000000000000000e+01 9.416171666888042500e-12 5.872188333333334107e-05 2.495091666666666595e-04 1.767944166693700461e-06 5.920107500000000815e-06 5.898495833333333889e-03 1.252170833333333261e-02 9.735916666666666330e-02 1.652868416746374782e-08 0.000000000000000000e+00 3.403632499999999976e-05 1.033628333333333352e-03 3.432446462499999881e-06 1.126809250000000260e-05 2.038037291666666622e-08 2.505230041666666172e-08 2.277534500000000174e-05 2.661778208333333271e-05 4.791104166666667442e-05 2.532775208333333788e-05 2.604052625007737786e-09 0.000000000000000000e+00 3.731959999999999417e-05 4.564008749999999605e-06 4.036897916666666500e-06 8.380502416666666529e-06 8.634614791666666029e-06 1.101017916666666710e-06 9.140409041666666443e-06 1.132475779166666688e-05 1.167069187499999681e-05 2.242054537499999985e-06 1.718248416666666170e-06 1.369575447374999816e-07 2.597535333333332987e-05 6.612375000000000366e-06 1.612062499999999997e-03 2.278823583333333082e-06 9.766385083333333289e-07 7.303401666666667379e-07 4.669256333333332997e-07 2.780033333333333217e-05 3.614004166666667141e-06 1.594228750000000063e-05 1.054843749999999975e-05 1.270882708333333231e-06 8.896529041666664129e-07 3.472793374999999812e-06 1.276941749999999792e-05 1.056836166666666699e-06 1.056836166666666699e-06 5.082108333333333025e-05 1.373982083333333437e-05 2.364923333333333392e-05 3.643591666666666593e-04 1.802449999999999658e-04 4.150057375000721083e-08 8.721927083333333056e-07 2.578166666666665999e-04 1.629170833333333209e-03 8.938890833717292710e-09 1.618480000000000049e-03 1.022748083338508357e-07 8.253106458333335060e-05 1.239341750000000027e-07 5.525987500000000691e-02 1.264645833333333550e-03 1.371486041734041637e-08 1.993479999999999894e-04 2.126187500000000039e-03 3.592099999999999980e-04 3.102185416666666373e-03 2.649354166666667153e-05 7.225900416666666128e-06 6.350392083521457816e-07 6.402470833333332194e-05 1.947880416754458304e-07 9.109882917135002624e-09 5.088748333548291809e-07 2.490015416745375441e-07 1.367110791702754148e-07 3.436047875150625574e-07 4.094361250213332836e-08 5.689605000288166378e-08 3.236931375164999301e-09 1.687532500107374644e-10 1.056463833398666751e-10 4.807747916903707609e-08 4.364714166886750442e-10 8.671315000433331979e-08 4.572449166904540519e-10 9.702860000448335173e-08 3.913103291849875326e-09 1.977208333333333248e-02 2.618111666666666018e-02 1.491162500000000257e-03 1.437899999999999769e-02 8.311920833333333314e-03 8.311920833333333314e-03 3.151787499999999381e-03 1.436933333333333151e-04 8.142383333333332723e-04 6.844458333333333470e-03 9.204884583564791865e-07 7.202457458333332577e-06 1.550781958494000020e-06 1.515845000033479327e-06 1.543501166700983521e-07 1.465603541703129066e-06 6.717916666666666481e-02 1.215129166666666788e-01 5.630962499999999510e-03 9.665275416666669348e-05
